,title,authors,average_rating,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,author_num,publisher_num
2518,The Queen of the Damned (The Vampire Chronicles  #3),Anne Rice,3.89,eng,448,121794,1667,854496660,Ballantine Books,1,1
2519,Slightly Settled (Slightly  #2),Wendy Markham,3.68,en-US,312,4756,84,1074816060,Red Dress Ink,1,1
2520,The Hidden Smile of God: The Fruit of Affliction in the Lives of John Bunyan  William Cowper  and David Brainerd (The Swans Are Not Silent  #2),John Piper,4.34,eng,175,675,61,979516860,Crossway Books,1,1
2521,Armageddon: The Cosmic Battle of the Ages (Left Behind  #11),Tim LaHaye/Jerry B. Jenkins,4.03,eng,395,15869,248,1042848660,Tyndale House Publishers,2,1
2522,The Eclogues of Virgil,Virgil/David Ferry,3.91,eng,112,74,12,947894760,Farrar  Straus & Giroux,2,1
2523,The Warrior Prophet (The Prince of Nothing  #2),R. Scott Bakker,3.95,en-US,624,10570,221,1106611800,Overlook TP,1,1
2524,The Canterbury Tales (original-spelling edition),Geoffrey Chaucer/Jill Mann,3.49,enm,1254,792,59,1105056240,Penguin Classics,2,1
2525,My Life  Volume I: The Early Years,Bill Clinton,3.82,en-US,646,206,15,1107129900,Vintage,1,1
2526,The Ivy Tree,Carolyn Brown,4.24,eng,192,20,1,978307320,Montlake Romance,1,1
2527,Star Wars: The New Essential Guide to Alien Species,Ann Margaret Lewis/Helen Keier/Chris Trevas/William O'Connor,4.18,eng,227,259,11,1138666200,Del Rey,4,1
2528,The Long Walk,Richard Bachman/Stephen King,4.11,eng,370,94303,4453,915149040,Signet,2,1
2529,The Simple Art of Murder,Raymond Chandler,4.16,eng,384,4952,162,568944540,Vintage Crime/Black Lizard,1,2
2530,The Perfect Wife,Lynsay Sands,3.86,eng,354,2712,131,1104538200,Leisure Books,1,1
2531,P.S. I Love You (Sealed with a Kiss #4),Valerie Parv,2.83,eng,192,23,1,790905840,Harlequin Romance,1,1
2532,See How She Dies,Lisa Jackson,3.9,eng,510,2949,146,1072915680,Zebra Books,1,1
2533,Left Foot Forward: A Year in the Life of a Journeyman Footballer,Garry Nelson,3.97,eng,375,92,4,820454700,Headline Book Publishing,1,1
2534,The Spiral Staircase: My Climb Out of Darkness,Karen Armstrong,3.99,eng,306,5755,575,1106352120,Anchor,1,1
2535,Cry  the Beloved Country,Alan Paton,3.9,eng,316,3140,383,1041379860,Scribner,1,1
2536,The Beatles' Story on Capitol Records  Part Two: The Albums,Bruce Spizer,4.72,eng,264,29,0,1262304060,Four Ninety-Eight Productions,1,1
2537,Morality for Beautiful Girls (No. 1 Ladies' Detective Agency #3),Alexander McCall Smith,3.98,eng,227,33028,1493,1010794260,Random House Anchor,1,1
2538,Tales from Firozsha Baag [Jan 01  2002] Mistry  Rohinton,Rohinton Mistry,3.94,eng,250,83,17,1009843260,Faber and Faber & Penguin India,1,1
2539,The J.R.R. Tolkien Companion and Guide  Volume 1: Chronology,Christina Scull/Wayne G. Hammond,4.51,eng,1002,40,2,1136160660,Houghton Mifflin Harcourt,2,1
2540,Not Even for Love,Erin St. Claire/Sandra Brown,3.49,eng,208,1705,95,1072915440,Grand Central Publishing,2,1
2541,The Probable Future,Alice Hoffman,3.83,eng,352,11910,965,1072915560,Ballantine Books,1,1
2542,Pilgermann,Russell Hoban,4.02,en-GB,240,256,13,1009929660,Bloomsbury Publishing PLC,1,1
2543,ebay Timesaving Techniques for Dummies,Marsha Collier,3.39,en-US,391,22,1,1075507500,Wiley,1,1
2544,Sid and Nancy: Love Kills,Alex Cox/Abbe Wool,3.48,eng,143,140,5,507514320,Faber & Faber,2,1
2545,The Ballet Companion: A Dancer's Guide to the Technique  Traditions  and Joys of Ballet,Eliza Gaynor Minden,4.35,eng,333,524,40,1105402200,Touchstone,1,1
2546,The Confident Child,Terri Apter,3.63,eng,270,13,5,852076860,W. W. Norton & Company,1,1
2547,Artful Paper Dolls: New Ways to Play with a Traditional Form,Terry  Taylor,4.07,eng,144,59,5,1136074080,Lark Books,1,1
2548,Barnaby Rudge,Charles Dickens/John Bowen/Hablot Knight Browne,3.81,eng,744,8156,366,1043625720,Penguin Books,3,1
2549,La Biblia de los Critales: Guia definitiva de los cristales (Cuerpo-Mente),Judy Hall,4.38,spa,383,6,0,1136073660,Gaia Books,1,1
2550,Amelia's 6th-Grade Notebook (Amelia's Notebooks  #15),Marissa Moss,4.02,en-US,80,625,30,1104538020,Simon  Schuster/Paula Wiseman Books,1,2
2551,I  Robot: The Illustrated Screenplay,Harlan Ellison,4.03,eng,288,26,1,1072915500,iBooks,1,1
2552,The Marriage Lesson (Effingtons  #3),Victoria Alexander,3.9,eng,372,1484,67,978307500,Avon,1,1
2553,There are No Children Here: The Story of Two Boys Growing Up in the Other America,Alex Kotlowitz,4.27,eng,323,12092,837,694569660,Anchor Books,1,1
2554,Das Tulpenhaus oder Bekenntnisse einer häßlichen Stiefschwester,Gregory Maguire/Mechtild Sandberg-Ciletti,3.53,ger,377,1,1,946685520,Dtv,2,1
2555,Essay on the Freedom of the Will,Arthur Schopenhauer/Konstantin Kolenda,4.15,eng,128,379,20,1104969900,Dover Publications,2,1
2556,Mutants: On Genetic Variety and the Human Body,Armand Marie Leroi,4.05,eng,448,3040,200,1106611260,Penguin Books,1,1
2557,Welcome to the Great Mysterious,Lorna Landvik,3.78,eng,368,2432,202,1009929660,Ballantine Books,1,1
2558,Imajica: The Reconciliation,Clive Barker,4.42,eng,544,2583,30,789696300,HarperTorch,1,1
2559,Regeneration (Species Imperative  #3),Julie E. Czerneda,4.13,en-US,543,54,2,1136160300,DAW Hardcover,1,1
2560,A Study Guide to Gabriel Garcia Marquez' One Hundred Years of Solitude,Gabriel García Márquez/Brenda K. Marshall/F. Murray Abraham,4.11,eng,0,75,2,1136073840,Warner Adult,3,1
2561,Two Girls  Fat and Thin,Mary Gaitskill,3.64,eng,320,1632,150,885859320,Simon  Schuster,1,1
2562,The Major Plays,Anton Chekhov/Ann Dunnigan/Rosamund Bartlett/Robert Brustein,4.18,eng,406,102,16,1136419920,Signet,4,1
2563,The Coming Economic Collapse: How You Can Thrive When Oil Costs $200 a Barrel,Stephen Leeb/Glen C. Strathy,3.4,en-US,211,34,3,1167609720,Business Plus,2,1
2564,Perilous Power: The Middle East & US Foreign Policy,Noam Chomsky/Gilbert Achcar/Stephan R. Shalom,4.05,en-GB,242,270,16,1137283740,Routledge,3,1
2565,Freaks!: How to Draw Fantastic Fantasy Creatures,Steve  Miller,4.06,eng,144,31,1,1072915560,Watson-Guptill Publications,1,1
2566,Pop Internationalism,Paul Krugman,3.68,eng,221,310,16,854064120,MIT Press,1,1
2567,The World's Last Night: And Other Essays,C.S. Lewis,4.18,en-GB,132,1097,117,1010103060,Mariner Books,1,1
2568,Season of Mists (The Sandman  #4),Neil Gaiman/Matt Wagner/George Pratt/Dick Giordano/Kelley Jones/P. Craig Russell/Mike Dringenberg/Malcolm Jones III/Todd Klein/Harlan Ellison,4.54,eng,217,50951,1038,915926580,Vertigo,10,1
2569,The Consolations of Philosophy,Alain de Botton,4.01,eng,272,763,70,978307380,Penguin,1,1
2570,Zolar's Encyclopedia and Dictionary of Dreams: Fully Revised and Updated for the 21st Century,Zolar,3.68,en-US,480,72,4,1073520360,Atria Books,1,1
2571,Midaq Alley,Naguib Mahfouz/Trevor Le Gassick,3.85,eng,286,4815,446,662688720,Anchor Books,2,1
2572,No More Water in the Tub!,Tedd Arnold/Mark Buehner,3.95,eng,32,214,38,883613520,Puffin Books,2,1
2573,In Pharaoh's Army: Memories of the Lost War,Tobias Wolff/Luann Walther,4.08,eng,240,2398,175,791078940,Vintage,2,1
2574,Slouching Towards Bethlehem,Joan Didion,4.21,eng,238,26934,1825,631152600,Farrar Straus Giroux,1,1
2575,A Little Princess,Tania Zamorsky/Frances Hodgson Burnett/Lucy Corvino/Arthur Pober,4.16,eng,160,3784,84,1104537780,Sterling,4,1
2576,House of Stairs,William Sleator,3.85,eng,176,3423,447,662688240,Puffin Books,1,1
2577,Courageous Faith Through the Year,Bill Hybels/Keri Wyatt Kent,3.5,eng,327,0,0,1072915620,IVP Books,2,1
2578,Five Complete Novels,Ursula K. Le Guin,4.13,eng,579,58,13,473645340,Random House Value Publishing,1,1
2579,The Merchant of Venice,William Shakespeare,3.8,eng,240,140,8,1105056240,Penguin Classics,1,1
2580,Muhammad: A Prophet for Our Time,Karen Armstrong,4.08,eng,256,1896,202,1137456600,Eminent Lives,1,1
2581,The Sorrows of Young Werther and Selected Writings,Johann Wolfgang von Goethe/Catherine Hutter/Marcelle Clements,3.8,eng,255,971,38,1104883620,Signet Classics,3,1
2582,Castlevania: Curse of Darkness Official Strategy Guide,Brady Games,3.7,eng,176,10,0,1106871000,BradyGames,1,1
2583,Messenger (The Giver  #3),Lois Lowry,3.91,eng,169,93589,6654,1137888480,Ember,1,1
2584,The Devil in the White City: Murder  Magic and Madness at the Fair that Changed America,Erik Larson,3.99,eng,496,1278,207,1072915440,Bantam Press,1,1
2585,A Farewell to Arms,Ernest Hemingway/John Slattery,3.8,eng,8,290,65,1136073900,Simon  Schuster Audio,2,1
2586,Birthright (Diablo: The Sin War  #1),Richard A. Knaak,3.74,eng,326,1246,69,1136074200,Pocket Star,1,1
2587,Readings for Meditation and Reflection,C.S. Lewis/Walter Hooper,4.32,eng,176,272,27,820800060,HarperOne,2,1
2588,Bleach  Volume 19,Tite Kubo,4.36,eng,216,5922,81,1167955560,VIZ Media LLC,1,1
2589,The Silence of the Lambs,Yvonne Tasker,4.27,eng,96,510,14,1012262580,British Film Institute,1,1
2590,Thirst,Mary Oliver,4.36,eng,88,3689,351,1137283800,Beacon Press,1,1
2591,Las Noches Blancas. El Jugador. Un Ladrón Honrado. (Sepan Cuantos  #259),Fyodor Dostoyevsky,3.9,spa,147,52,7,885946200,Porrua,1,1
2592,Stanley,Syd Hoff,3.61,eng,64,8,1,696816720,HarperCollins Publishers,1,1
2593,The Twits,Roald Dahl/Quentin Blake,3.96,eng,96,98823,2552,1074902760,Puffin Books,2,1
2594,The Bachman Books,Richard Bachman/Stephen King,4.11,eng,704,62529,494,820455000,Plume,2,1
2595,Imaginary Lands,Robin McKinley/James P. Blaylock/Patricia A. McKillip/Robert Westall/Peter Dickinson/Jane Yolen/P.C. Hodgell/Michael de Larrabetti/Joan D. Vinge,3.59,eng,256,463,19,538617780,Julia MacRae,9,1
2596,The Guide to Dan Brown's the Solomon Key,Greg  Taylor,2.98,en-US,183,34,2,1107043740,DeVorss & Company,1,1
2597,Acharnians,Aristophanes/Jeffrey Henderson,3.42,eng,96,23,1,1041379500,Focus Publishing/R. Pullins Company,2,2
2598,Healing With Whole Foods: Asian Traditions and Modern Nutrition,Paul Pitchford,4.41,en-US,784,2948,144,1010189460,North Atlantic Books,1,1
2599,The Gunslinger,Stephen King,3.96,eng,231,2309,230,1043280360,Viking,1,1
2600,The Two-Mile Time Machine: Ice Cores  Abrupt Climate Change  and Our Future,Richard B. Alley,3.98,eng,229,143,18,1011571620,Princeton University Press,1,1
2601,Poetics of Music in the Form of Six Lessons,Igor Stravinsky/George Seferis/Arthur Knodel/Ingolf Dahl,4.11,eng,160,988,31,2160120,Harvard University Press,4,1
2602,Oedipus the King,Sophocles/Bernard Knox/Cynthia Brantley Johnson,3.7,eng,144,740,57,1104538020,Simon  Schuster,3,1
2603,Die Farbe von Wasser,James   McBride,4.09,ger,317,38,1,978307320,Droemer Knaur,1,1
2604,Star Wars: Episode III - Revenge of the Sith: The Visual Dictionary,James Luceno/John Goodson/Robert E. Barnes,4.16,eng,64,748,18,1104624240,DK Children,3,1
2605,Grendel: Devil by the Deed,Matt Wagner/Rich Rankin/Chris Pitzer/Diana Schutz,4.08,eng,48,539,29,1169856180,Dark Horse Comics,4,1
2606,The Pirates Laffite: The Treacherous World of the Corsairs of the Gulf,William C. Davis,3.5,eng,756,217,37,1136073900,Mariner Books,1,1
2607,The Best of the Realms: The Stories of Elaine Cunningham (Forgotten Realms: The Best of the Realms  #3),Elaine Cunningham,3.98,en-GB,345,164,6,1168214700,Wizards of the Coast,1,1
2608,Astronomy For Dummies,Stephen P. Maran,3.84,eng,318,285,27,1104969900,Wiley Publishing  Inc.,1,1
2609,Presidential Power and the Modern Presidents: The Politics of Leadership from Roosevelt to Reagan,Richard E. Neustadt,3.77,eng,384,293,17,662688180,Free Press,1,1
2610,My Dirty Thirties: Romantic Hedonism,Kelly  Carr,3.0,eng,144,8,1,1072915620,New Tradition Books,1,1
2611,The Lion  the Witch and the Wardrobe (Chronicles of Narnia  #1),Hiawyn Oram/C.S. Lewis/Tudor Humphries,4.25,eng,48,6307,64,1074643740,HarperCollins,3,1
2612,Hard Freeze (Joe Kurtz  #2),Dan Simmons,3.84,eng,320,734,44,1042589340,Minotaur Books,1,1
2613,Great Expectations,Charles Dickens,3.77,eng,443,905,61,758419260,Penguin Books,1,1
2614,Red Message,Peter Abrahams,3.12,eng,320,8,2,504921840,Avon Books,1,1
2615,Septem Quae Supersunt Tragoediae,Aeschylus/Denys L. Page,4.1,grc,352,6,0,95558460,Clarendon Press,2,1
2616,Harry Potter y el misterio del príncipe (Harry Potter  #6),J.K. Rowling/Gemma Rovira Ortega,4.57,spa,602,5104,386,1138406520,Salamandra,2,1
2617,Dragonology (Ologies  #1),Dugald A. Steer/Ernest Drake/Wayne Anderson/Helen Ward/Douglas Carrel,4.11,eng,32,7726,221,1042416600,Candlewick Press,5,1
2618,Stiff: The Curious Lives of Human Cadavers,Mary Roach,4.06,eng,304,1029,188,1072915620,Penguin,1,1
2619,White Teeth,Zadie Smith,3.77,eng,542,4202,406,980380860,Penguin Books,1,1
2620,The Audacity of Hope: Thoughts on Reclaiming the American Dream,Barack Obama,3.75,eng,375,127324,4496,1137456600,Crown,1,1
2621,The Work of the Sun (The Green Lion Trilogy #3),Teresa Edgerton,4.0,eng,258,157,5,631152180,Ace,1,1
2622,Fads and Fallacies in the Name of Science,Martin Gardner,4.06,eng,384,1022,46,-410226840,Dover Publications (NY),1,1
2623,My Story as told by Water: Confessions  Druidic Rants  Reflections  Bird-watchings  Fish-stalkings  Visions  Songs and Prayers Refracting Light  from Living Rivers  in the Age of the Industrial Dark,David James Duncan,4.1,eng,304,679,53,979690020,Sierra Club Books,1,1
2624,Death of an Addict (Hamish Macbeth  #15),M.C. Beaton,3.8,eng,214,3015,167,978307380,Warner Books,1,1
2625,Bait and Switch: The (Futile) Pursuit of the American Dream,Barbara Ehrenreich,3.48,eng,248,4002,473,1138147620,St. Martin's Press,1,1
2626,Odd Thomas (Odd Thomas #1),Dean Koontz/David Baker,3.97,eng,11,106,32,1042071120,Random House Audio Publishing Group,2,1
2627,Tulips & Chimneys,E.E. Cummings/Richard S. Kennedy,4.38,eng,208,1206,49,821837280,Liveright Publishing Corp.,2,1
2628,The Bacchae and Other Plays,Euripides/John Davie/Richard Rutherford,4.14,eng,360,164,8,1138233660,Penguin Classics,3,1
2629,The Code Book: The Science of Secrecy from Ancient Egypt to Quantum Cryptography,Simon Singh,4.29,eng,412,16531,977,949104480,Anchor,1,1
2630,The Story of a Shipwrecked Sailor,Gabriel García Márquez/Randolf Hogan,3.78,eng,128,462,44,600652980,Vintage,2,1
2631,Observations on the Feeling of the Beautiful and Sublime,Immanuel Kant/John T. Goldthwait,3.64,eng,124,435,24,1074124860,University of California Press,2,1
2632,Hour Game (Sean King & Michelle Maxwell  #2),David Baldacci,3.97,eng,437,15,2,1106265660,MacMillan,1,1
2633,Be Happy or I'll Scream!: My Deranged Quest for the Perfect Husband  Family  and Life,Sheri Lynch,3.71,en-US,240,162,34,1168041720,St. Martin's Griffin,1,1
2634,The Subtle Knife (His Dark Materials  #2),Philip Pullman/Ian Beck,4.13,eng,326,677,77,1167610140,Alfred A. Knopf Books for Young Readers,2,1
2635,The Art of Dreaming,Carlos Castañeda,4.1,eng,260,3618,97,1074211320,Element,1,1
2636,Var the Stick (Battle Circle  #2),Piers Anthony,3.76,eng,172,762,13,159494580,Corgi,1,1
2637,Instead of Three Wishes,Megan Whalen Turner,3.78,eng,160,923,112,1136678880,Greenwillow Books,1,1
2638,The Female Brain,Louann Brizendine,3.83,eng,304,8655,1203,1136074080,Morgan Road Books,1,1
2639,Europe on a Shoestring,Sarah Johnstone/Aaron Anderson/Sarah  Andrews/Lonely Planet,4.05,eng,1284,357,16,1167609780,Lonely Planet,4,1
2640,Kurt Vonnegut's Cat's Cradle (Modern Critical Interpretations),Harold Bloom/Terry Southern/David H. Goldsmith/James Lundquist/Lawrence R. Broer/Peter J. Reed/Loree Rackstraw/William S. Doxey/Jerome Klinkowitz/Richard Giannone/John L. Simons/Leonard Mustazza/Zoltan Ab di-Nagy/Peter Freese/Wendy B. Faris,4.35,eng,258,28254,196,1011399120,Chelsea House Publications,15,1
2641,Enchanted April: Acting Edition,Matthew Barber/Elizabeth von Arnim,3.61,eng,73,67,6,1073433840,Dramatists Play Service,2,1
2642,Transform Your Life: A step-by-step programme for change,Diana Cooper,4.0,eng,176,6,0,886032600,Little  Brown Book Group,1,1
2643,The Mystery of the Blue Train (Hercule Poirot  #6),Agatha Christie,3.8,eng,317,23274,1053,1170115380,Black Dog & Leventhal Publishers,1,1
2644,Hell No  We Won't Go! Resisting the Draft During the Vietnam War,Sherry Gershon Gottlieb,4.5,eng,274,8,1,662688420,Viking,1,1
2645,Sister Outsider: Essays and Speeches,Audre Lorde,4.49,en-GB,190,12105,568,441763560,Crossing Press,1,1
2646,Bowling Alone: The Collapse and Revival of American Community,Robert D. Putnam,3.8,eng,544,4762,512,978826080,Simon  Schuster,1,1
2647,The Wealth of Nations,Adam Smith/Robert B. Reich,3.88,eng,1184,1165,62,947635620,Modern Library,2,1
2648,House Harkonnen (Prelude to Dune #2),Brian Herbert/Kevin J. Anderson,3.67,eng,733,13161,206,980640480,Spectra Books,2,1
2649,Lyrical and Critical Essays,Albert Camus/Ellen Conroy Kennedy/Philip Thody,4.27,eng,365,817,52,950940,Vintage,3,1
2650,The Custard Kid (Black Cats),Terry Deary,4.4,eng,62,5,0,980899800,A & C Black (Childrens books),1,1
2651,Der lohfarbene Mann (Die zweiten Chroniken von Fitz  dem Weitseher  #1),Robin Hobb,4.31,ger,880,8,0,1041379440,Lübbe,1,1
2652,McDougal Littell Science: Student Edition Grade 6 Earth Science 2006,McDougal Littell/Douglas W. Carnine,2.0,eng,972,3,0,1105488240,McDougal Littel,2,1
2653,The Power of One (The Power of One  #1),Bryce Courtenay,4.35,eng,544,69167,4551,822874140,Ballantine Books,1,1
2654,A Home at the End of the World,Michael Cunningham,3.91,eng,342,14769,658,1072915620,Picador,1,1
2655,Best Science Fiction Stories of Clifford D. Simak,Clifford D. Simak,3.94,eng,253,64,5,63072360,Paperback Library,1,1
2656,The Brethren: Inside the Supreme Court,Bob Woodward/Scott Armstrong,4.11,eng,592,3841,189,1104538020,Simon & Schuster,2,1
2657,You're Good Enough  You're Smart Enough  & Doggone It  People Like You!,Al Franken,3.89,en-US,0,18,0,694224600,Random House Audio Publishing Group,1,1
2658,Zero Debt: The Ultimate Guide to Financial Freedom,Lynnette Khalfani,3.74,eng,204,49,10,1072915680,Advantage World Press,1,1
2659,The Social Contract and The First and Second Discourses,Jean-Jacques Rousseau/Susan Dunn/Gita May/Robert N. Bellah/David Bromwich/Conor           Cruise O'Brien,3.83,eng,328,63,2,1010448120,Yale University Press,6,1
2660,A Case of Need,Jeffery Hudson/Michael Crichton,3.72,eng,416,17135,654,1041725280,Signet,2,1
2661,Bookends,Jane Green,3.72,eng,368,37153,822,1043625900,Broadway Books,1,1
2662,Turn of the Cards,Georgina Grey,3.0,eng,0,3,1,284947500,Fawcett Coventry,1,1
2663,Mind Over Money: How to Match Your Emotional Style to a Winning Financial Strategy,John W. Schott/Jean S. Arbeiter,2.67,en-US,260,3,1,883612860,Little Brown and Company,2,1
2664,What to Sell on ebay and Where to Get It: The Definitive Guide to Product Sourcing for eBay and Beyond,Chris Malta/Lisa Suttora,3.62,eng,260,24,0,1138060860,McGraw-Hill,2,1
2665,The Noonday Demon: An Atlas of Depression,Andrew Solomon,4.18,eng,576,9255,724,1009929840,Scribner,1,1
2666,Absolute C++,Walter J. Savitch,3.83,eng,943,36,4,1167609780,Addison Wesley,1,1
2667,A Year Down Yonder (A Long Way from Chicago  #2),Richard Peck,4.11,eng,160,26143,1638,1011571860,Puffin Books,1,1
2668,The Lord of the Rings: Official Movie Guide,Brian Sibley,4.39,eng,120,6356,21,978739860,Houghton Mifflin Harcourt,1,1
2669,Gerald's Game,Stephen King,3.51,eng,332,117178,2678,694224540,Smithmark Publishers,1,1
2670,Once A Warrior King: Memories of an Officer in Vietnam,David Donovan,4.27,en-US,352,413,24,505872420,Ballantine,1,1
2671,Flow My Tears  the Policeman Said,Philip K. Dick,3.91,eng,204,26767,1075,978912660,Gollancz,1,1
2672,Humboldt's Gift,Saul Bellow,3.86,eng,487,6995,378,820454760,Penguin Classics,1,1
2673,An Unquiet Grave (Louis Kincaid  #7),P.J. Parrish,4.13,eng,384,614,68,1136073720,Pinnacle,1,1
2674,A Search for What Makes Sense: Finding Faith,Brian D. McLaren/Steve Chalke,3.59,eng,187,132,15,1168473720,Zondervan Publishing Company,2,1
2675,Forever (Firstborn  #5),Karen Kingsbury,4.43,eng,346,8158,146,1169424120,Tyndale House Publishers,1,1
2676,The Oedipus Cycle: Oedipus Rex  Oedipus at Colonus  Antigone,Sophocles/Robert Fitzgerald/Dudley Fitts,3.97,eng,259,45589,726,1009843860,Mariner Books,3,1
2677,Love Poems,Nikki Giovanni,4.26,eng,96,1743,134,853200120,William Morrow,1,1
2678,Fools Die,Mario Puzo,3.72,eng,544,5197,215,283997400,Signet,1,1
2679,Endymion,Dan Simmons/Guy Abadia,4.17,fre,572,29,1,884736720,Robert Laffont,2,1
2680,The Sunday Philosophy Club (Isabel Dalhousie  #1),Alexander McCall Smith,3.36,eng,272,16314,1764,1105488420,Anchor,1,1
